UNIQUE_id,UNIQUE_num_records,ELIGIBLE_consent,CONNECTION_social_days_friends_p7d_grouped,LONELY_direct
cscs_06342,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06343,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06344,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06344,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06344,3,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06345,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06346,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06347,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06348,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06349,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_06351,1,Yes,NA,NA
cscs_06352,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06353,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06354,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06355,1,Yes,NA,"None of the time (e.g., 0 days)"
cscs_06356,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06357,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06358,1,Yes,NA,NA
cscs_06360,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06361,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06361,3,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06361,3,Yes,Most days (4 - 6 days),All of the time (e.g. 5-7 days)]
cscs_06362,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06363,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_06364,1,Yes,NA,NA
cscs_06365,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06365,3,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_06365,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06366,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06367,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06369,1,Yes,Every day (7 days),All of the time (e.g. 5-7 days)]
cscs_06370,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06372,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06373,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06374,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06375,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06376,1,Yes,Some days (1 - 3 days),NA
cscs_06377,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06378,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_06379,1,Yes,NA,NA
cscs_06380,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06381,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_06382,1,Yes,NA,NA
cscs_06383,1,Yes,NA,NA
cscs_06384,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06385,1,Yes,NA,NA
cscs_06386,1,Yes,NA,NA
cscs_06387,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_06388,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06389,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06390,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06391,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06392,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06393,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06394,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06395,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06396,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06397,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_06398,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06399,1,Yes,NA,NA
cscs_06401,1,Yes,None (0 Days),NA
cscs_06402,1,Yes,Some days (1 - 3 days),NA
cscs_06403,1,Yes,None (0 Days),NA
cscs_06404,2,Yes,NA,NA
cscs_06404,2,Yes,NA,NA
cscs_06405,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06407,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06409,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06410,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06411,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06412,1,Yes,Presented but no response,Rarely (e.g. less than 1 day)
cscs_06413,1,Yes,Most days (4 - 6 days),All of the time (e.g. 5-7 days)]
cscs_06414,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06415,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06416,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06417,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06418,1,Yes,NA,NA
cscs_06419,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06420,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06421,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06422,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_06423,1,Yes,NA,NA
cscs_06424,1,Yes,NA,NA
cscs_06425,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06426,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06428,1,Yes,NA,NA
cscs_06429,1,Yes,NA,NA
cscs_06430,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06433,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06434,1,Yes,NA,NA
cscs_06435,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06436,1,Yes,Most days (4 - 6 days),NA
cscs_06437,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06439,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06440,1,Yes,NA,NA
cscs_06441,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06442,1,Yes,NA,NA
cscs_06444,1,Yes,Some days (1 - 3 days),NA
cscs_06445,1,Yes,NA,NA
cscs_06446,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_06447,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06448,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06449,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06450,1,Yes,NA,NA
cscs_06451,1,Yes,NA,NA
cscs_06452,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_06453,1,Yes,Some days (1 - 3 days),NA
cscs_06454,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06456,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_06457,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06458,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06460,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_06461,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06463,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_06464,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06465,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06466,1,Yes,NA,NA
cscs_06467,1,Yes,NA,NA
cscs_06468,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06469,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06470,1,Yes,NA,NA
cscs_06471,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06472,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06474,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06475,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06476,1,Yes,NA,NA
cscs_06477,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_06478,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_06479,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06480,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06481,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06482,1,Yes,NA,NA
cscs_06483,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06484,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06485,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06487,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06488,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_06489,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06490,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06491,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06492,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06493,1,Yes,NA,NA
cscs_06494,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06495,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06496,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06497,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_06498,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06499,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06500,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_06501,1,Yes,Most days (4 - 6 days),NA
cscs_06502,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06503,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06504,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06505,1,Yes,Some days (1 - 3 days),NA
cscs_06506,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06507,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06508,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06509,2,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06509,2,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06510,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06511,1,Yes,NA,NA
cscs_06513,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06514,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06515,3,Yes,NA,NA
cscs_06515,3,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06515,3,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_06516,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06517,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_06518,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06519,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06520,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06521,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_06522,1,Yes,None (0 Days),NA
cscs_06523,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06524,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06525,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06526,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06528,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06529,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06530,1,Yes,NA,NA
cscs_06531,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06532,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06533,1,Yes,Some days (1 - 3 days),NA
cscs_06534,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_06536,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06538,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06539,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06540,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06542,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_06543,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06544,3,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_06544,3,Yes,NA,NA
cscs_06544,3,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_06545,1,Yes,NA,NA
cscs_06546,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06547,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06547,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06547,3,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_06548,1,Yes,NA,NA
cscs_06549,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06550,1,Yes,NA,NA
cscs_06551,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06552,1,Yes,NA,NA
cscs_06553,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_06554,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06554,3,Yes,Presented but no response,"None of the time (e.g., 0 days)"
cscs_06554,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06555,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06556,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06557,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06558,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06561,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06562,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06563,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_06564,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_06565,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06566,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06567,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06568,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06569,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06570,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06571,1,Yes,NA,NA
cscs_06572,1,Yes,NA,NA
cscs_06573,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06574,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06575,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06576,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_06577,1,Yes,NA,NA
cscs_06578,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06579,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_06580,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_06581,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_06583,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06584,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06585,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06586,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06587,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_06588,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_06589,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06590,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06591,1,Yes,NA,Presented but no response
cscs_06592,1,Yes,NA,NA
cscs_06593,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06594,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06595,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06597,1,Yes,NA,NA
cscs_06598,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06599,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06600,1,Yes,Most days (4 - 6 days),All of the time (e.g. 5-7 days)]
cscs_06601,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06602,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06603,1,Yes,Most days (4 - 6 days),NA
cscs_06605,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06606,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06607,1,Yes,Most days (4 - 6 days),NA
cscs_06608,1,Yes,NA,NA
cscs_06609,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06610,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_06612,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06613,1,Yes,NA,NA
cscs_06614,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_06615,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_06616,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06617,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06618,1,Yes,NA,NA
cscs_06619,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06620,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06621,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06622,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06623,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06625,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06626,1,Yes,NA,NA
cscs_06628,1,Yes,Most days (4 - 6 days),All of the time (e.g. 5-7 days)]
cscs_06629,1,Yes,NA,NA
cscs_06630,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06631,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06632,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06633,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06634,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06636,1,Yes,NA,NA
cscs_06638,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06639,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06640,1,Yes,NA,NA
cscs_06641,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06642,1,Yes,NA,NA
cscs_06643,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06644,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06646,1,Yes,NA,NA
cscs_06647,1,Yes,Some days (1 - 3 days),NA
cscs_06648,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06649,1,Yes,NA,NA
cscs_06650,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06651,1,Yes,NA,NA
cscs_06652,1,Yes,NA,NA
cscs_06653,1,Yes,None (0 Days),NA
cscs_06654,3,Yes,NA,NA
cscs_06654,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06654,3,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_06655,3,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06655,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06655,3,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06656,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_06657,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06659,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06661,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06662,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06663,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_06664,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06665,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06665,3,Yes,NA,NA
cscs_06665,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06666,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06667,1,Yes,NA,NA
cscs_06668,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06670,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06671,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06672,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06673,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_06674,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06674,3,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06674,3,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06675,1,Yes,NA,NA
cscs_06676,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06679,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06680,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06680,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06680,3,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_06681,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06682,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06683,1,Yes,Some days (1 - 3 days),NA
cscs_06684,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06685,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06686,1,Yes,NA,NA
cscs_06687,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06687,3,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06687,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06688,1,Yes,NA,NA
cscs_06689,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06690,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_06691,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06692,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06693,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06694,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06695,1,Yes,Some days (1 - 3 days),NA
cscs_06696,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_06697,1,Yes,NA,NA
cscs_06698,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06699,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_06700,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06701,1,Yes,NA,NA
cscs_06702,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06703,1,Yes,Presented but no response,Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06704,1,Yes,NA,NA
cscs_06705,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06706,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06707,1,Yes,NA,NA
cscs_06708,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06710,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06710,3,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_06710,3,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06711,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06712,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
